#{"t_start": 1749861829.2679536, "env_id": "None"}
r,l,t
-4197.343,40,180.84792
-3935.9512,39,180.947339
-4115.837,45,180.96417
-5917.82,70,181.128716
-4199.9897,40,181.194797
-4041.9414,106,181.194849
-9071.5,105,181.211733
-6326.8057,71,181.27785
-3645.0803,83,181.311111
-5543.326,401,181.35969
-2377.974,42,181.458421
-3477.6523,31,181.475382
-2623.4426,33,181.492045
2978.6663,401,181.508898
-4206.925,41,181.526492
-4293.6016,62,181.526543
-1136.1096,401,181.626161
-2496.801,66,181.657558
-2355.6538,60,181.707336
-1711.1898,66,181.921357
-2999.9995,25,181.93817
-2358.015,46,181.971356
-1301.4437,42,182.004543
132.04922,401,182.021344
-3879.6255,36,182.070781
-915.12146,104,182.117766
-2437.6885,54,182.1677
-2119.9937,14,182.16775
-2805.2363,44,182.2336
-6303.1016,71,182.298486
-3368.755,43,182.33071
-2966.2554,40,182.363458
-1808.5372,62,182.379928
-1886.6824,61,182.495852
-3319.8896,29,182.546315
-4206.559,54,182.546371
-3474.0723,31,182.679312
-7104.279,77,182.729655
-5572.3867,96,182.780257
-4279.989,41,182.797457
-5904.243,311,182.7975
-4139.927,40,182.83157
-2957.3875,28,182.848904
-9373.281,150,182.916181
-4039.9463,38,182.933231
-2773.212,59,182.950428
-3007.6077,64,183.067764
-6512.9575,70,183.185163
-1250.4327,401,183.302574
-1693.8606,50,183.384489
-3159.9998,27,183.384547
-4199.9946,40,183.448854
-2156.8936,43,183.511772
-4119.1357,39,183.559675
-4439.636,43,183.559728
-4524.0254,52,183.58999
-3000.875,56,183.606107
-6074.3545,77,183.606157
-3014.5254,49,183.637322
-2289.5762,28,183.637374
-1285.5958,371,183.734105
-2437.9863,46,183.814698
-2608.213,23,183.814754
-4146.158,82,183.897667
283.0813,401,183.914543
766.82056,401,184.013114
-2189.3652,50,184.110149
-3733.8809,39,184.192825
-4177.0674,40,184.20962
-2910.3801,401,184.226147
-12378.92,240,184.242589
-2380.1936,40,184.387027
-1685.1528,52,184.436686
-2848.4104,33,184.453299
-5159.818,52,184.485526
-4060.8584,45,184.550926
-5623.4624,72,184.550988
-2645.2427,21,184.567592
-2759.4702,59,184.600613
-1204.471,25,184.617252
-5684.8184,63,184.633658
-2934.1235,70,184.648764
-2875.1401,260,184.745244
-4599.3276,45,184.745302
-2279.782,16,184.904949
721.1634,401,184.998189
-4839.9473,48,185.014349
-8282.925,401,185.045741
-2060.8677,76,185.045792
-3736.3853,38,185.152976
-5871.707,64,185.215595
-4094.9443,152,185.261926
-3126.6382,48,185.309094
-4759.823,47,185.34026
-4263.8345,79,185.371358
-3079.9746,26,185.403258
-5879.5425,61,185.418679
-8591.138,401,185.45043
-3036.4043,45,185.450481
-4672.053,46,185.466539
-3112.068,68,185.466584
-3129.0234,32,185.544779
-2999.9998,25,185.655714
-1854.7452,77,185.655777
-2439.5977,18,185.705267
-2919.8074,24,185.722191
-2247.156,30,185.787949
-2509.5044,74,185.788004
-2350.794,22,185.821317
-3169.3936,28,185.821365
-2592.9756,40,185.854102
-2573.052,26,185.870722
-1752.4961,63,186.015252
-3813.204,65,186.079556
-3159.981,27,186.255052
-1607.6311,41,186.319829
-1957.7411,32,186.383596
-3594.4343,58,186.400418
-3843.3406,37,186.41632
-2303.9297,44,186.432878
-3346.141,30,186.497444
-6133.8945,65,186.497505
-1911.395,52,186.543909
-1799.31,11,186.590327
-3639.9932,33,186.60684
-2724.8914,25,186.718571
-2999.919,25,186.990793
-6740.667,75,186.990851
-2739.7258,100,187.00724
-6338.145,198,187.07227
-9137.591,401,187.183553
-3399.801,30,187.199273
-2028.5844,104,187.216201
-1839.7386,89,187.216245
-4982.329,55,187.26465
-5399.326,55,187.281641
-6885.7544,75,187.457067
-7409.821,160,187.457129
-985.07294,389,187.506618
-3478.5115,31,187.506675
-4535.831,69,187.6521
-3583.4731,37,187.66874
-3399.9968,30,187.684043
-2450.4075,43,187.684087
-3864.7085,39,187.813339
-2400.115,89,187.862781
-4120.0,39,187.893256
-2999.9995,25,187.909646
-1719.9951,9,187.95907
-4677.806,46,188.023897
-2633.1743,401,188.023955
-4269.525,41,188.122872
-4199.9995,40,188.303655
-4965.2007,50,188.320637
-4119.9937,39,188.320679
-6274.326,200,188.369508
517.4915,401,188.418616
-2000.74,52,188.533773
-4002.346,39,188.550281
-2348.9436,42,188.550327
-6267.913,88,188.647872
4072.6335,401,188.727843
-3795.677,49,188.760919
-6436.2524,401,188.859945
1515.0155,401,188.991923
-2820.938,23,189.110088
-5879.9746,61,189.126828
-4011.4624,38,189.160085
-3467.8818,48,189.209599
-6223.867,76,189.275772
-7526.5513,86,189.308836
-5708.558,59,189.341814
-4119.95,39,189.40716
-4757.787,47,189.423828
-3843.5674,401,189.440498
-3702.4897,34,189.552343
-1558.3787,13,189.631564
-3049.1807,37,189.729316
-2941.2102,325,189.815008
-3479.9932,31,189.848508
1346.9181,401,189.865466
-4039.789,38,189.898473
-3527.3743,63,189.898512
-2039.3368,13,189.948879
-6016.8574,106,190.064048
-8416.294,401,190.097135
-3950.7993,48,190.097178
-3453.0815,36,190.146749
-1799.999,10,190.26123
-3534.5588,159,190.277718
-4474.187,69,190.294506
-4258.558,107,190.311215
-2038.4998,13,190.361105
-3413.9143,32,190.394437
-3656.0708,67,190.51007
-4278.971,41,190.527267
-4102.9517,39,190.544021
-2383.793,53,190.824963
-3639.853,33,190.8419
-3788.8596,35,190.84194
-3798.187,35,190.940522
477.80914,401,190.990079
-1115.2288,165,191.022969
-2815.0466,61,191.105342
4991.3813,401,191.138726
-2915.1963,92,191.155839
-3012.75,28,191.304473
-5509.927,57,191.337797
-2004.3555,51,191.387504
-2581.7256,55,191.437473
-2789.6577,31,191.454675
-6759.8213,72,191.504527
-6513.1133,71,191.685733
-2049.494,46,191.752167
-3219.2825,60,191.818862
-3399.666,30,191.885296
-4908.7056,64,191.901792
-8174.5176,172,191.951742
-2038.7307,13,191.968718
-2196.4463,401,192.214637
-3847.5752,41,192.365002
-2603.5913,75,192.381663
-1197.2944,30,192.398247
345.35797,401,192.41526
-3959.9824,37,192.432086
-3033.018,72,192.52895
-1255.7089,14,192.644988
-2838.6394,23,192.744978
-3400.1746,32,193.054861
4326.6406,401,193.07151
46.208614,401,193.071558
1065.3975,401,193.187899
-2035.7902,13,193.401405
-3912.6113,40,193.401467
-3709.3882,137,193.418392
-3590.5884,147,193.449768
-8296.737,401,193.581987
-3621.1953,73,193.598956
-2119.9983,14,193.629912
-3878.1072,36,193.645748
-2948.024,136,193.695705
-17699.217,220,193.695755
-4199.627,40,193.729186
-3832.084,401,193.811975
-2840.5532,92,193.895255
-1990.1768,14,193.929032
-2711.105,126,193.96244
-7269.8896,107,193.979176
-3504.4126,401,194.06301
-2860.8403,57,194.389274
-4839.956,48,194.420748
4532.3345,401,194.638816
-3490.342,49,194.773497
-4136.6416,70,194.807703
-6796.417,73,194.807748
-1590.1002,68,194.943601
-3388.098,401,194.943657
-2896.0312,67,195.011498
-2685.0005,57,195.011547
-1848.6763,11,195.129358
-6307.3975,401,195.178855
-4919.0215,49,195.244347
-2989.819,165,195.378227
-4039.734,38,195.445127
-3675.4307,34,195.512544
-10581.652,132,195.593881
-6212.322,99,195.628274
-3192.208,28,195.645512
-2665.6885,52,195.680184
-3006.287,111,195.783567
-4679.175,46,195.783631
-7099.3257,204,195.817415
-2039.3513,13,195.851403
-2284.4722,401,195.851447
-4558.7705,75,195.902091
-11100.67,131,195.919407
-4160.2407,42,195.953153
3182.4924,401,196.087451
-6049.5493,150,196.204404
-3237.993,28,196.321008
-4701.465,52,196.321064
-2097.6055,28,196.371434
-16393.502,401,196.470416
337.70154,401,196.556123
-3239.9998,28,196.556183
-5938.6123,63,196.744025
-5523.045,59,196.778172
-2051.1362,35,196.795311
-5547.79,58,196.829398
-3575.2134,401,196.948559
-4038.8137,38,197.202848
-4999.6274,124,197.220108
-2999.6953,25,197.254718
-2090.897,54,197.289017
-7187.9727,100,197.289062
-4084.392,39,197.406449
-2151.4492,57,197.440107
-4883.4355,68,197.473858
-4683.6387,94,197.507263
-1799.1395,10,197.604491
-3399.9985,30,197.69924
-2749.0007,133,197.74861
-9168.759,401,197.781581
-5358.0576,55,197.863856
-2796.458,401,197.979811
-2884.48,138,198.094683
2164.1404,401,198.111337
882.26306,401,198.177578
-2793.1243,151,198.177637
-4400.912,44,198.227034
-3413.6719,60,198.243543
-1103.9691,388,198.407233
-4784.809,48,198.490569
-2999.999,25,198.590867
226.82619,401,198.641209
-3879.7197,36,198.709468
-3298.275,76,198.726905
-5206.2476,53,198.744623
-4039.9998,38,198.814846
-2929.4604,124,198.867262
-1414.072,10,199.036063
-3719.957,34,199.170965
-6755.2344,72,199.187776
-2677.5771,32,199.187819
-4345.24,119,199.2045
-2312.8315,23,199.204537
-1220.304,36,199.321701
-4145.0522,54,199.637269
-1885.4749,73,199.720846
1209.6162,401,199.771141
-3473.626,35,199.787921
2868.2798,401,200.127946
-3159.9993,27,200.23061
-3164.0269,74,200.281751
-5339.502,401,200.298765
-8758.3545,97,200.3848
-3799.6343,35,200.384851
-4386.7676,129,200.401863
-2789.064,51,200.504121
-2826.6404,23,200.623247
-2825.6113,28,200.76027
-3883.9224,99,200.845678
-3566.7368,102,200.913023
-2781.33,46,200.913075
-1208.917,31,200.913088
-4119.9233,39,201.064439
1630.1111,401,201.13272
-1313.2118,325,201.286211
-2664.287,29,201.337665
-3457.7148,55,201.43947
-3633.4941,33,201.473749
-1954.2886,20,201.473795
-3843.1116,193,201.508099
-693.10095,401,201.525025
-3290.0364,36,201.672897
-6290.678,401,201.756778
-4594.7007,222,201.840763
-2118.9653,14,201.907956
-2044.2509,28,201.908008
-3194.5269,61,201.941504
-3459.9072,46,202.058631
-3472.8403,44,202.075571
-3991.502,38,202.109244
-738.7085,401,202.126245
-10082.931,289,202.14326
-1447.3608,9,202.259921
-3959.9548,37,202.527415
-2919.977,24,202.662315
-12.762297,401,202.696469
-5455.5244,56,202.696514
-5598.572,401,203.063309
-3438.0618,401,203.299704
-2597.2524,75,203.316819
-2429.2566,39,203.350756
-1283.2817,109,203.350801
-4797.9043,56,203.469095
-5895.3237,401,203.520148
-6879.798,191,203.520196
-2420.7256,69,203.821312
-3559.768,32,203.838295
-1920.7241,27,203.972053
-3159.9937,27,203.972108
-10539.247,123,204.005855
-295.16214,401,204.022822
-4279.9873,41,204.039752
-2379.551,42,204.056916
-3105.9119,86,204.140575
1271.0126,401,204.140627
-1593.4126,301,204.257658
-8599.564,132,204.29125
-9510.478,401,204.341502
9.710413,401,204.492036
-2226.3235,401,204.526214
-2237.1223,73,204.543144
-3915.9084,45,204.576535
-3719.9475,34,204.610288
-3222.5774,193,204.710164
-3159.9941,27,204.793609
-3073.5986,33,204.810493
-4439.4575,43,204.86049
-3680.9055,55,204.893839
-3264.4863,38,204.927228
-3486.0276,55,204.944127
-3067.5354,26,204.960999
-3422.038,60,204.977844
-5705.1865,59,204.994997
-3207.2637,31,205.011866
-5787.547,70,205.011904
-982.20276,31,205.095257
-5618.272,401,205.162173
-1828.4292,11,205.162223
-4150.408,42,205.412869
-2430.5603,149,205.559858
-3799.9937,35,205.593605
-4326.748,46,205.657243
-4826.935,48,205.810526
-12059.896,142,205.845273
-2159.2402,401,205.947773
-504.5413,231,205.999053
-3534.551,71,205.9991
-2548.458,21,206.015995
-1642.5662,401,206.066807
-3497.5862,37,206.218128
-1453.3302,76,206.330585
-2388.5251,104,206.382051
-4814.185,80,206.433117
-8406.159,93,206.450084
-4860.3423,401,206.564567
-4716.1006,95,206.632974
-1879.97,11,206.633024
-9952.934,117,206.666649
-5418.879,56,206.849935
-3950.222,55,206.866757
-3996.0552,46,206.933366
-2835.1152,51,206.966901
-1721.1147,22,207.000731
-2365.497,59,207.084254
-3618.8843,113,207.151197
-1706.7004,401,207.218181
-3189.7432,36,207.235185
-1502.3153,34,207.235225
-7479.9995,81,207.402291
-7399.603,80,207.435915
-3074.4875,63,207.435959
-6276.7104,401,207.452789
-2839.8386,23,207.469895
-3718.123,34,207.536946
-2519.9893,19,207.554578
381.8674,401,207.589801
-1954.3552,12,207.63799
-4044.4634,47,207.654852
-10947.8955,401,207.737986
-3088.5186,30,207.968436
-2822.7725,68,207.985312
-4368.863,101,208.018643
-1834.5718,48,208.035715
-3079.8018,26,208.085946
-2111.3455,39,208.085994
-4135.688,41,208.135987
-2035.7783,36,208.186114
-3869.4253,37,208.252702
-2591.3638,183,208.252751
-1781.0646,401,208.319165
-2598.7537,20,208.352607
-3155.4932,27,208.419099
-2157.639,57,208.485935
-3076.5789,26,208.519509
-3485.143,32,208.519563
-1998.363,24,208.588614
-137.7966,401,208.655384
-5875.827,401,208.722034
-4085.9468,39,208.739108
-2519.9001,19,208.739149
-3202.362,29,208.739162
-1256.9171,38,208.772638
-3281.2537,66,208.839412
-3217.3486,30,208.856232
-4679.74,203,208.906155
-1879.9993,11,208.922864
-3056.9192,401,208.956168
-2607.898,28,208.987261
-2519.9363,19,209.053159
-2597.1592,20,209.070052
-2473.5708,43,209.369292
-3639.7988,33,209.449987
-2973.3518,39,209.500531
-2532.8706,35,209.567832
-3326.3293,53,209.64761
-4599.9736,45,209.664719
-3741.2146,44,209.681716
-4439.833,43,209.765276
-1902.3123,57,209.782258
-6428.4985,68,209.849272
-2359.959,17,209.932617
-2040.0,13,209.982753
-4586.406,118,210.000076
-3959.7715,37,210.119749
-5021.8096,93,210.137111
-1495.9159,47,210.154395
-1726.6489,11,210.171614
-3639.915,33,210.222947
-3239.9937,28,210.257094
-2029.9414,13,210.374076
-7559.6025,82,210.441109
-1930.2522,200,210.558094
-2355.2095,25,210.558148
-1966.5167,31,210.641513
-2259.8633,28,210.691636
-3079.959,26,210.809566
-3639.998,33,210.809627
2137.1895,401,210.860817
1345.5022,401,210.946985
-3294.5825,77,211.149141
-2111.469,89,211.182726
-3935.6067,106,211.233038
-2297.9053,74,211.250214
-3239.9502,28,211.283815
-4461.18,44,211.300906
-1719.9998,9,211.300949
-3487.8625,38,211.33447
-7159.5923,173,211.384815
-3365.389,33,211.418326
-2248.0742,245,211.501852
-1958.861,12,211.501902
-2758.5396,95,211.535395
-1583.6006,69,211.60233
1653.5944,401,211.669003
2450.2969,401,211.736462
-3439.9438,93,211.736511
-2844.3977,32,211.821577
-3208.8394,34,211.821628
-3234.8154,29,211.873128
-2283.4492,24,211.907629
-5707.0737,67,211.941897
123.624916,401,211.976437
-3893.9507,38,211.976484
-2012.6155,33,212.06251
-6199.9443,65,212.28865
-5079.9575,51,212.28871
-12798.848,401,212.391691
-4144.4297,41,212.443378
-3275.349,110,212.512322
-1932.6904,34,212.564242
-1878.7671,37,212.581608
-3157.3691,40,212.599018
-3080.7236,43,212.616623
-5799.2964,60,212.702464
-1067.7996,12,212.71987
-1876.8624,11,212.806489
-3681.9414,59,212.841515
-4128.971,95,212.859176
-3679.7744,34,212.877034
-2046.0349,35,212.894844
-3711.1501,56,212.947612
-3634.3926,33,212.965485
-1510.1084,85,213.001075
-3427.216,71,213.053414
-1059.7633,401,213.070656
-2556.2188,79,213.10529
-2281.6404,30,213.12266
-2271.1743,16,213.157262
1666.52,401,213.193595
-2233.2178,29,213.211668
-2209.717,19,213.229283
-1440.6583,401,213.330669
-2411.0125,22,213.347306
-3511.0925,32,213.364902
-5533.1914,57,213.430751
-1790.8176,35,213.447726
-3621.7915,33,213.516607
-2921.2947,30,213.587422
-2134.9956,43,213.605209
-1784.3315,33,213.621284
-1959.9482,12,213.637275
-3319.995,29,213.654579
-2426.3625,18,213.672194
-1231.4087,401,213.705748
-2115.192,14,213.75611
-50.343357,401,213.773002
-1961.459,34,213.806586
-6030.976,64,213.823589
-4216.1836,50,213.856966
-3158.4858,27,213.906737
1986.1367,401,213.923621
-4439.993,43,213.923659
-1901.3418,15,214.007132
-1821.3291,29,214.138137
-3369.5972,31,214.155349
-2818.6426,56,214.155393
-3719.9912,34,214.155405
-7375.3447,97,214.222875
-2599.9966,20,214.240119
94.33371,401,214.325875
-16019.979,221,214.325923
-3114.6064,35,214.359645
-3639.891,33,214.359691
-5799.998,60,214.359703
-2496.5874,31,214.44225
-5080.0,51,214.459115
-1145.3223,19,214.459157
-4839.893,48,214.508665
-2410.5667,40,214.525881
-3878.814,36,214.525928
-3539.043,35,214.588956
-3282.1567,90,214.622064
-2196.0806,15,214.704283
-1189.1101,36,214.753075
-3037.3333,33,214.785786
-3317.9023,29,214.834877
-928.3742,27,214.900326
-3959.9966,37,214.933154
-3282.5244,29,214.998179
-2244.7917,48,215.014832
-1952.4434,401,215.014873
1523.3168,401,215.079968
-3775.8455,91,215.178039
-1252.0981,53,215.194842
-4951.844,51,215.194884
-3554.1992,32,215.227849
-1382.0718,49,215.244199
-9226.938,401,215.276894
-4780.127,49,215.309455
-1976.9192,33,215.373966
-3311.0293,29,215.406459
-4776.3975,57,215.45422
-5399.939,55,215.485595
-3079.0754,29,215.485644
-2839.9053,23,215.56405
-4262.6396,41,215.564105
-3074.914,26,215.59676
-3079.996,26,215.690884
-15659.474,187,215.707436
-4519.9956,44,215.786032
-3925.0776,37,215.835274
-5375.832,55,215.882018
-1798.4409,37,215.898934
-1932.1313,13,215.915418
-2379.4783,26,216.013177
-2226.631,81,216.061381
-4439.9995,43,216.093042
-5112.408,57,216.142994
-3229.4834,60,216.159508
-1448.2917,12,216.208883
-5138.1553,56,216.271717
-290.4938,401,216.288211
-2529.307,104,216.305286
-4679.7354,46,216.305329
-2329.9424,51,216.305342
-4182.7114,40,216.338163
-1296.8328,31,216.403567
-1922.9288,64,216.48485
-2330.59,65,216.534189
-3237.4807,28,216.550893
-3742.9456,136,216.567525
-3559.16,32,216.58412
-2184.265,51,216.617148
-2918.6553,24,216.679051
-3079.8706,26,216.76069
-24568.348,354,216.858782
-4759.9893,47,216.908058
-1906.6936,47,216.924641
-2733.81,33,217.101578
-1959.9995,12,217.118143
-3798.9219,36,217.267148
-5306.45,62,217.317482
-2563.5752,44,217.33483
-2301.3274,58,217.434947
-4598.5786,45,217.601687
-9019.998,104,217.617766
-6435.6094,68,217.665988
-3542.9443,80,217.71634
-6519.9404,69,217.716401
-3508.0474,38,217.749841
-4816.141,90,217.783201
-3320.0,29,217.816477
-7889.376,121,217.866275
758.2732,401,217.981041
-2999.7466,25,218.030262
-3113.6062,107,218.063069
-6486.8604,86,218.177299
-3656.7024,50,218.258942
-1710.9463,401,218.275506
-2946.1833,41,218.275554
-1407.3533,35,218.292179
-2830.5793,26,218.455245
-5906.7915,133,218.455307
-3946.9285,40,218.472201
-1883.6941,218,218.570701
-3559.996,32,218.587271
-5187.3945,55,218.652689
-2126.0625,62,218.682766
-5619.6094,61,218.715781
3959.0442,401,218.715831
-3106.2974,28,218.732731
-1922.3877,29,218.732775
-9153.418,115,218.798603
-2327.1519,33,218.815264
-2053.6458,45,219.024594
-2530.3833,22,219.073959
-3239.996,28,219.107297
-4118.9473,71,219.140867
-3510.457,36,219.173866
-5940.8945,63,219.206515
-4235.202,41,219.239468
-3569.2205,91,219.272291
-15819.925,189,219.305449
-2254.7822,16,219.338374
-7890.3525,96,219.436048
-4320.9575,43,219.436127
-3311.406,43,219.501705
-4999.9233,50,219.501759
-2439.12,18,219.566249
-3988.381,69,219.582686
-2909.3232,55,219.631614
-1059.7123,12,219.696652
-1958.9868,12,219.696709
1950.1345,401,219.713528
-2153.089,59,219.778582
-3239.9998,28,219.795073
-2460.8994,42,219.827487
-1178.744,28,219.892625
-2890.5227,401,219.909147
2488.0256,401,220.183005
-5878.659,61,220.199391
-2490.1318,25,220.297793
-2777.251,63,220.33108
-3634.8765,49,220.363265
-7912.884,401,220.378396
-5068.377,51,220.459782
-4316.5713,42,220.459841
-4300.984,43,220.522772
-3137.473,48,220.57269
-2636.1375,47,220.670629
-6692.089,401,220.703495
-1509.018,401,220.703543
-2274.3835,16,220.834272
-3106.8809,73,220.883369
-1879.8135,11,220.883423
-2553.8726,75,220.932422
-4020.9006,40,220.949033
-3897.5186,37,220.965634
-3481.5193,41,220.998431
-2439.8994,18,220.99848
-6257.2407,338,221.079835
-2415.54,45,221.112671
-7482.274,401,221.329294
-1347.5421,72,221.362823
-3319.9668,29,221.362866
-1035.8373,30,221.379641
-1048.2736,57,221.396576
-2276.9001,22,221.446391
-1286.8792,29,221.446431
-3567.7043,35,221.527521
-1782.6349,66,221.545284
-2038.8138,13,221.578182
-3312.2776,45,221.578225
-1634.2651,8,221.578238
-2835.2417,23,221.70929
-2039.9778,13,221.792674
-2034.7805,13,221.792727
-4228.131,72,221.859238
-1007.2266,58,221.892683
-1815.1302,40,222.058855
-3639.9937,33,222.091645
-3402.9849,66,222.091691
-2803.1147,61,222.126439
-1879.9946,11,222.244269
-3306.532,29,222.345897
-3342.2065,30,222.396637
89.27248,401,222.413929
-1572.6521,63,222.41397
-3240.3867,45,222.464116
-6359.9785,67,222.495737
-2784.8833,59,222.51266
-5591.5996,95,222.57912
-4773.9355,48,222.596203
-3539.3042,32,222.629483
-3078.6482,26,222.676154
-2802.6074,24,222.808846
-3319.9993,29,222.825702
-5258.992,55,223.04178
-7458.403,401,223.125305
-3077.1958,82,223.160391
-3109.1865,64,223.160451
-3411.186,95,223.160463
-3796.5522,35,223.176252
-2848.45,52,223.273455
-2762.889,49,223.322114
-2039.999,13,223.37034
-3399.9355,30,223.53106
-1883.6923,61,223.58045
-2604.3088,73,223.596999
-3267.689,29,223.597032
-379.11597,401,223.69243
-1941.0554,12,223.7726
-2603.3535,68,223.788088
-2221.2979,61,223.80328
-3311.8433,29,223.836007
5217.0684,401,223.852952
4630.0674,401,223.902793
-4519.9775,44,223.985496
-2847.5642,53,224.018704
-3015.4492,55,224.068453
-1410.6799,57,224.08518
-2776.6743,23,224.167862
-2066.1758,105,224.217771
-4278.8125,41,224.448462
-3179.6968,28,224.481714
-3879.9424,36,224.581198
-3163.7212,31,224.581248
-5121.105,52,224.66416
-1898.5952,66,224.681035
-1732.709,42,224.863767
-2692.899,80,224.913591
-1375.7592,18,224.963204
-2679.979,21,225.029664
2678.3547,401,225.046237
-1072.7318,36,225.046273
-5407.3833,401,225.062781
-3634.463,33,225.128379
587.58795,401,225.309116
-2323.8276,58,225.541125
-3345.209,81,225.556476
-1208.6874,401,225.620793
2320.9639,401,225.701586
-3669.1438,146,225.716968
-1745.3574,115,225.732092
-4169.625,42,225.732131
-4059.1216,401,225.76631
-1262.4692,401,225.83273
-3635.2764,53,225.832778
-5155.422,52,225.882847
-1970.8907,56,225.965861
-2199.9558,15,225.983012
889.9697,401,226.033807
-3660.9033,201,226.138158
2380.996,401,226.190548
-6599.2734,70,226.224378
-6360.0,67,226.241398
-2286.04,86,226.292024
-2194.7505,15,226.292072
-6554.6294,401,226.309036
-8388.539,139,226.391901
-2299.6284,38,226.408926
-3803.961,41,226.408967
-3588.6094,49,226.55828
-3069.1938,26,226.625139
-2779.6729,48,226.641909
-1798.7079,10,226.808957
-3452.146,401,226.825844
-1942.822,28,226.859416
-2704.6672,29,226.893099
-4231.04,81,226.893142
-4359.6436,42,226.926376
-3995.2046,58,226.943145
-4919.64,49,226.960142
-1209.1053,188,226.976924
-3726.3726,74,227.075964
-1864.821,68,227.125427
-3733.2341,85,227.125476
2407.392,401,227.156738
-2100.1233,53,227.172956
-1652.034,98,227.255658
-2136.1165,352,227.272475
-2839.856,23,227.322012
-3479.9758,31,227.372005
-2919.804,24,227.37205
-1718.7504,9,227.405481
-2276.8037,16,227.422482
-4194.9194,40,227.585792
-2977.6177,44,227.619331
-5445.4814,106,227.65301
-3559.5999,32,227.653053
-2629.8633,67,227.736953
-3239.9897,28,227.737014
-3628.2598,93,227.788076
-3399.9927,30,227.904372
-2516.775,51,227.970944
-2839.9553,23,227.970995
-3891.186,63,228.004053
-2746.6294,44,228.053757
-2544.6533,71,228.070657
-5649.813,102,228.104026
-2919.5745,24,228.137473
-1938.0304,13,228.187786
-3528.8599,52,228.238109
-2369.8716,68,228.30498
-1926.2937,59,228.40508
-4679.987,46,228.421979
-1760.0898,49,228.472425
-4696.9937,133,228.505956
-4068.0337,136,228.57243
-1799.9971,10,228.572482
-3171.5984,28,228.606073
-2996.3618,25,228.606118
-2658.7678,57,228.688955
-2124.789,46,228.773434
-2183.1191,44,228.806841
-3963.8743,80,228.956559
-2917.2002,24,228.973285
-2934.5493,48,229.039562
1797.7192,401,229.106745
-2382.0396,31,229.123473
-2737.3408,39,229.156852
-2758.0981,29,229.173796
4872.019,401,229.270855
-1593.8708,10,229.28772
-5817.189,139,229.387417
-1859.3774,66,229.404291
-4115.413,39,229.421139
-2765.5884,25,229.520661
-2247.703,17,229.570619
-3420.8262,33,229.587534
-1718.3024,9,229.667228
-3399.6387,30,229.667282
-2341.315,45,229.718912
-2911.9736,24,229.821567
-2188.8105,64,230.022676
-4241.343,124,230.039874
-3541.6836,50,230.108083
265.17923,401,230.192222
-2146.7217,30,230.223941
-2039.9966,13,230.24121
-9930.686,401,230.360752
-4592.0176,147,230.360805
-2537.9292,93,230.360817
-3639.9653,33,230.378221
-4909.532,49,230.395465
-6599.8564,70,230.581316
1302.7646,401,230.581374
-2889.5396,66,230.785797
-3669.3472,34,230.819967
-3466.918,33,230.922266
-3775.1987,44,230.939552
-4919.996,49,230.939595
-3450.816,110,231.008027
-4107.3496,41,231.074715
-828.82794,401,231.174044
-3239.9695,28,231.408628
-3211.8735,64,231.442321
-6352.585,67,231.492566
-4836.415,58,231.559692
-1897.3054,38,231.576632
-10559.564,401,231.610329
-826.6862,27,231.627223
-5656.71,88,231.710806
-2174.4187,15,231.744569
-6169.798,81,231.761489
-4683.9595,54,231.911149
-1116.8395,401,232.010331
-3418.0938,31,232.074379
-3238.6987,28,232.222047
-1438.4628,14,232.239002
5005.5073,401,232.25594
-8270.225,231,232.53447
-2039.9563,13,232.551645
-6179.8066,85,232.585417
-1940.4253,48,232.602455
-2255.7017,65,232.619413
-3476.2417,99,232.669212
-8205.944,349,232.736172
-2359.992,17,233.021727
-3186.753,30,233.038627
-5227.8706,309,233.055629
-4330.41,42,233.055669
-6091.6104,64,233.072925
-3079.9998,26,233.106677
-3104.9912,33,233.156641
-5879.9697,61,233.188034
-4910.0166,95,233.288708
-5224.9893,98,233.305672
-8959.416,401,233.355884
-1112.7358,286,233.355933
-1959.4155,12,233.355946
-2919.2441,24,233.438982
-1282.0363,24,233.472995
-3159.8787,27,233.473042
-1850.0911,11,233.489932
-3480.9255,228,233.506835
-1005.7437,395,233.523699
-3315.109,29,233.540559
-2824.7969,29,233.669877
-6196.707,66,233.720163
-3799.9976,35,234.105462
-4598.412,64,234.122481
1961.6912,401,234.172249
-3805.896,50,234.1892
-4999.998,50,234.189242
-4767.1924,66,234.206125
-4907.3345,49,234.256282
-4919.997,49,234.289818
-5160.3994,58,234.323419
-3424.787,63,234.340385
-1792.5303,10,234.340426
-1974.4609,13,234.406653
-4046.1033,43,234.440539
-1349.7295,363,234.591409
-6283.4277,67,234.625132
-2627.8213,72,234.688447
-1689.5139,30,234.705593
-2839.9993,23,234.722633
-4597.754,45,234.857345
2522.4917,401,234.857405
-7208.8525,401,234.907897
-4357.237,42,234.958451
-2203.1514,31,234.958501
-3554.4595,33,234.958513
-1152.2981,331,235.025789
-3300.6108,32,235.225935
-4224.0605,109,235.293692
-3079.975,26,235.293747
1313.2952,401,235.410903
-1650.2573,9,235.444607
-4904.298,52,235.461741
-3076.7986,28,235.495427
-1799.7805,10,235.628949
-2129.4272,41,235.645874
-1838.9888,26,235.662881
-3055.404,79,235.662921
-2599.9783,20,235.831036
-1796.2681,10,235.831098
-4476.8525,57,235.862594
-3531.9277,74,235.862643
-8873.048,245,235.929229
-3289.912,74,235.946163
