#{"t_start": 1749861829.2679536, "env_id": "None"}
r,l,t
-13419.997,159,127.991009
-7528.537,82,128.00727
-5596.925,184,128.04053
-610.4785,114,128.155946
-5050.9854,210,128.354205
-2878.4883,86,128.420619
-4758.663,47,128.437443
-5082.669,106,128.895781
-4828.186,151,128.91263
2464.6082,401,128.945442
-5911.1543,62,129.01123
-5859.8574,61,129.044256
-6009.633,142,129.1757
-5794.7837,401,129.287657
-3444.6182,87,129.353607
-7319.1367,80,129.565264
4499.2534,401,129.662588
-2311.0337,70,129.679348
-8633.629,101,129.712367
2330.0103,401,129.892642
-8473.422,172,130.004755
-3186.6436,37,130.267429
-2896.999,65,130.33437
-1948.6343,12,130.458357
-8279.996,91,130.489113
-2902.5508,58,130.646559
-2112.5115,14,130.878113
-4409.6187,147,130.911915
282.17838,401,131.027363
-3719.4106,34,131.044277
-1243.5967,401,131.113155
-10859.809,127,131.113216
-5357.417,56,131.247475
-2885.1685,68,131.578172
-1811.0449,43,131.762032
-11943.644,401,131.810368
-6140.472,121,131.876919
-3714.828,401,131.893921
-4199.8716,40,131.910951
643.8747,401,131.996002
-10429.467,187,132.215899
-4667.2114,55,132.680848
-3125.9634,51,132.846334
-4928.551,104,132.846395
-4192.056,40,132.880147
-2901.9587,401,133.148582
-8707.695,401,133.299954
-910.7932,401,133.333966
181.00224,401,133.401928
2311.752,401,133.502853
1483.4225,401,133.831335
-3615.0747,33,134.051005
-945.0439,401,134.051064
-17119.133,401,134.082753
-4984.9395,50,134.16767
-2869.3223,80,134.217565
-5848.8667,158,134.217621
-2686.7551,401,134.234722
-3697.847,195,134.285825
-2568.5273,62,134.336695
-6158.7725,66,134.506358
-4199.9756,40,134.506419
-23085.227,401,134.55811
-2856.3828,37,134.676317
-3670.2805,166,134.69336
-22801.557,401,134.74462
-2172.829,44,134.795497
-3879.9521,36,134.829564
-3879.9863,36,134.896821
-2345.3855,333,134.981377
-4753.2607,47,135.032432
-7324.5107,401,135.100035
-5048.8594,77,135.383801
-3916.7185,49,135.615519
-2310.599,37,135.649228
2227.8936,401,135.649274
-7970.19,401,135.767199
-2667.2764,77,135.983672
-3042.7783,188,136.000624
-8462.224,401,136.050805
-3879.995,36,136.214605
1280.4153,401,136.231629
-2062.8142,401,136.349256
-5079.9937,51,136.500073
-4621.4053,52,136.517215
-7701.6436,85,136.517265
-2004.9478,37,136.601342
-3595.7388,117,136.634562
-6846.6426,401,136.685094
-5399.999,55,136.685143
-3394.2297,41,136.685155
-5800.9907,107,136.768809
-3912.5493,49,136.869125
-2472.5273,46,136.983692
-2970.741,38,137.151269
-2483.1536,145,137.168805
-4118.1387,39,137.168847
-6614.7754,243,137.219444
-4119.656,39,137.283649
-2488.9395,45,137.35088
-2230.2659,55,137.415713
-4974.0264,401,137.583667
-5394.9473,55,137.600652
235.83098,401,137.61642
-9625.282,401,137.81541
-4115.4175,40,137.832665
-7603.951,360,137.832707
-6666.793,176,137.832721
-4593.747,45,137.916025
-3691.8232,34,137.982975
-2559.6958,108,138.032984
-4587.0703,51,138.066454
-901.1079,34,138.166687
-2719.705,97,138.300669
-3770.0444,35,138.418315
-1830.8367,64,138.418373
-2243.3198,401,138.584312
-2602.3835,401,138.601632
-6464.762,89,138.634873
-3479.9998,31,138.683839
-3573.8193,53,138.716122
-5154.9346,56,138.761899
-4383.1787,53,138.79521
-4493.5093,127,138.795261
-2488.9438,47,138.811864
-1803.5449,262,138.877707
-4287.7764,71,139.155232
886.644,401,139.367418
-1472.6667,39,139.398773
-1308.9673,38,139.496534
1281.9457,401,139.529713
-4260.3916,53,139.547043
-4791.1426,48,139.598814
-2394.0276,65,139.663591
-3672.2231,67,139.679141
-6817.4478,152,139.795153
-2951.8638,91,139.795214
-2274.589,16,139.811892
-4356.3066,43,139.861227
-3056.9058,114,139.9403
-4119.418,39,140.035872
-5363.3984,77,140.052585
-5623.048,137,140.069184
-2856.7747,38,140.21184
-2316.0542,48,140.275859
-1523.189,44,140.390436
-2708.6382,66,140.439698
-2571.3105,40,140.439753
-2866.545,49,140.456227
-303.19818,177,140.488689
-4039.8257,38,140.554199
-3559.995,32,140.586141
-4279.3677,41,140.695164
-3879.8413,57,140.725898
-5718.2427,75,140.742106
-3959.9949,37,140.807933
1560.4932,401,140.807986
-6112.617,64,140.824529
1007.6535,401,140.857369
-9621.992,143,140.952949
-3879.997,36,140.969433
-733.94727,401,140.969481
1193.5732,401,141.132656
-3003.2783,81,141.165501
1175.1349,401,141.182109
-5142.725,52,141.277761
-1200.7356,9,141.310928
1838.1268,401,141.439067
-3089.104,59,141.503566
-4842.9966,49,141.518603
-2371.3237,74,141.679749
-1467.4485,60,141.932489
-5190.701,71,141.949186
-704.4034,401,141.965717
-3082.3967,49,142.093902
-2675.316,46,142.233714
-5122.3125,61,142.250428
-5035.1255,68,142.267146
-4534.7515,83,142.300078
-1648.6389,54,142.379081
-2112.7563,102,142.441645
-3925.6665,103,142.506032
-5382.0527,141,142.536587
-5018.9917,89,142.553265
-3284.3865,120,142.617143
-2701.4734,65,142.712875
-3177.1824,53,142.777071
-3316.106,29,142.842818
-2783.5747,23,142.875593
-491.9128,401,142.892034
-4519.5366,44,143.006296
-3037.5671,101,143.055634
-2170.437,62,143.088462
-3660.5935,34,143.105026
-1949.8745,56,143.170432
2221.8882,401,143.298456
-2282.0925,56,143.344489
-4741.41,52,143.377461
-3973.7588,401,143.394248
-2878.2524,32,143.394292
1789.5638,401,143.505119
-3552.7996,55,143.780519
-4667.8877,46,143.82762
-5393.576,118,143.843727
-3119.7717,62,143.843776
-4839.9756,48,143.87728
-2480.204,54,143.926687
-613.6483,401,144.12274
-2921.738,41,144.170856
-5115.344,64,144.332903
-9375.746,246,144.399126
-1810.7417,51,144.671909
-4609.789,53,144.737667
-4140.986,41,144.833229
-4601.5093,93,144.882873
-1344.1191,401,144.899945
-17928.697,401,144.89999
-2032.1002,64,144.965277
-2693.3228,26,145.096178
-6270.784,392,145.129012
-2279.9229,16,145.145644
-7740.8057,401,145.195044
-4119.9863,39,145.368826
-3202.46,65,145.385343
-2267.815,200,145.482436
-3429.7095,135,145.532457
-3814.9575,39,145.532515
-4039.9722,38,145.709029
-4685.1953,123,145.823081
-2097.764,46,145.887937
-5618.678,58,146.063055
-9578.215,171,146.159394
-4116.3022,39,146.159453
-4139.812,41,146.368546
-2772.375,90,146.416804
-3894.1108,66,146.448239
-8625.191,99,146.497548
1417.9624,401,146.513249
-4305.7314,106,146.544204
-3346.296,230,146.723456
-5086.4434,366,146.723515
-5481.427,57,146.738662
-2557.2546,37,146.755281
-3392.8809,45,146.788396
1296.0695,401,146.915495
-6517.6504,401,147.042755
98.28895,401,147.203631
-4352.4883,43,147.23534
-1989.5361,55,147.252047
-3136.7139,51,147.3304
-1312.5907,401,147.411312
-6419.336,256,147.522604
-2317.484,31,147.74646
-3579.4497,41,147.890782
-9218.554,126,147.907245
-2350.0261,72,147.937374
-5046.996,66,148.09724
-4404.9087,49,148.304597
-6809.633,401,148.412301
-3602.3875,33,148.461876
-8129.298,401,148.685668
-2702.37,81,148.702324
-4364.2383,98,148.765318
-3392.7441,34,148.842647
-5003.5254,58,149.016062
-2866.418,73,149.049353
-7218.927,401,149.065902
-2087.462,88,149.145107
-455.00775,401,149.161654
328.40848,401,149.221639
-2416.8792,84,149.238399
-45.5616,401,149.600962
-4321.982,43,149.698113
-3031.291,41,149.791635
-2292.175,84,150.031119
-4912.744,401,150.205614
490.54422,401,150.270836
-3391.8105,122,150.351089
-2525.5215,78,150.476733
-3377.5894,401,150.540816
-1523.8518,60,150.651073
-3239.6064,28,150.716006
-3319.9973,29,150.807191
-6818.057,401,150.807247
-3229.746,125,150.822572
-2352.481,71,150.919711
-4317.801,42,151.312825
-6824.9805,147,151.553827
-14826.366,401,151.58544
-5639.981,58,151.632922
-2740.7996,57,151.71529
2379.8274,401,151.764415
-3063.473,401,151.87458
-6308.586,401,151.923541
-3239.3696,28,152.001287
-4599.999,45,152.033564
-2937.958,95,152.050088
-3719.8962,34,152.178776
-4492.536,44,152.288308
-4251.2056,94,152.416305
-3718.9717,34,152.416372
2047.7422,401,152.547706
-1149.1107,35,152.597649
-3569.4724,59,152.661897
-5471.214,139,152.69495
-2509.2373,44,152.757936
-2900.3848,53,152.774935
-7434.0796,401,152.807743
-2258.85,401,152.840851
-6975.408,401,152.890125
-3208.1367,51,153.005004
-157.39456,401,153.11979
-820.0898,401,153.119849
-1066.7631,401,153.136384
-1806.853,222,153.153141
-5837.856,401,153.153185
-7030.512,77,153.249447
-4119.879,39,153.298968
-6031.73,401,153.315465
-4370.176,57,153.34857
-2319.2256,39,153.414166
-4199.9062,40,153.493838
-1892.3904,35,153.72688
-13960.264,401,153.743493
-1879.2285,11,153.921539
-4469.415,45,154.144754
-2803.3489,26,154.144823
-3769.713,64,154.161546
-6038.968,63,154.178359
-3549.4312,81,154.211207
-5471.965,89,154.211259
-5831.8345,213,154.259456
-10196.404,161,154.369936
-9306.218,108,154.757266
-2365.874,285,154.790073
-4673.1177,46,154.885994
-342.79077,401,154.886056
-4469.0117,44,154.918504
-2098.3362,48,154.933611
-3674.5225,164,155.043742
-4919.9746,49,155.093393
-4825.8936,48,155.126562
2282.2056,401,155.20841
-4921.5938,158,155.208466
-1718.3744,9,155.241406
-8811.35,398,155.241454
-2617.9048,127,155.291066
-2365.5676,65,155.291121
1024.7255,401,155.588604
-2832.9722,34,155.605229
-2180.4507,401,155.605277
-3943.4578,84,155.638066
-7614.3354,401,155.70397
-3963.454,197,155.720556
-3479.9636,31,155.802227
-4999.9814,50,155.802283
-3719.5825,34,155.802295
-4961.7266,50,155.946872
-3297.6367,29,156.074874
-4061.4814,78,156.124508
-2429.8018,76,156.27345
-4513.8594,71,156.371814
-4590.0557,45,156.43728
-5479.88,56,156.520793
-5268.584,401,156.603771
-1646.4583,55,156.621475
-8919.711,99,156.638844
-4118.908,39,156.721527
-3332.589,115,156.87194
-1913.4033,66,156.889001
-2595.1729,83,156.956508
-2753.036,71,156.973578
-3553.761,154,156.989197
-2977.028,26,157.071885
-3851.98,228,157.173284
-5884.038,235,157.237989
-1468.6702,63,157.320486
-4347.0977,43,157.320541
-3560.1484,52,157.385293
2569.7778,401,157.416469
-3719.9976,34,157.433134
-2764.8518,83,157.498847
-2345.067,31,157.498902
-13419.998,159,157.498915
-3718.27,34,157.790674
-2487.498,125,157.85646
-4919.5117,49,157.87301
-3261.776,40,157.971676
-3374.4949,30,157.988121
-4198.0625,40,158.070007
-3576.721,68,158.070063
-5516.47,57,158.103057
-1991.7568,13,158.201343
-3684.5347,44,158.217751
-1879.9707,11,158.250759
-2704.668,58,158.330677
-3608.9048,33,158.330729
-4785.9106,116,158.345863
-3399.9927,30,158.345907
-2904.8706,54,158.377498
-3799.324,35,158.443179
-2087.0479,94,158.506203
-2910.4229,74,158.522987
-2414.808,18,158.622303
-3159.9785,27,158.687718
-4013.8389,38,158.967134
-4759.995,47,158.983143
-4271.148,50,159.014144
-3801.7046,38,159.060882
-4125.775,358,159.060936
-5275.7896,59,159.06095
-2924.5234,102,159.0941
-6075.593,64,159.110665
-9736.932,395,159.141099
-4199.986,40,159.157166
-4131.021,155,159.252134
-3917.1033,401,159.33337
-2509.8403,67,159.413941
-2051.9985,401,159.444108
-2957.5625,61,159.510401
-3079.9988,26,159.526552
-3747.5918,82,159.673921
-3840.9307,187,159.673985
-2857.9043,277,159.738111
-4357.2246,42,159.770383
-2324.957,30,159.819606
-3608.512,42,159.819657
-1828.252,53,159.864412
-519.23865,401,159.88049
-3665.9,80,159.913695
-9344.679,401,159.946784
-2325.5474,60,159.946833
-4197.9624,56,159.963399
-4584.083,51,159.979986
-4286.9224,85,160.061759
-4199.788,40,160.094766
1396.0238,401,160.127598
-4120.666,116,160.257158
-3479.7058,31,160.31914
-1150.3922,32,160.382284
-2114.2554,45,160.46428
-4083.395,39,160.510139
165.48082,401,160.543375
-3000.2168,67,160.609254
-4062.402,60,160.639329
-4314.144,45,160.672827
-3062.2163,26,160.672877
-1400.7407,42,160.7716
-2189.1538,61,160.804621
-3960.7463,109,160.821367
-4679.998,46,160.870901
-2865.9146,26,160.887646
-8441.413,303,160.887692
-2696.0078,88,160.936966
-1422.2529,325,160.937016
-4965.5854,59,160.937029
-2539.5088,74,160.969952
-3394.0254,30,161.03488
-3980.7046,103,161.083942
-3767.8494,39,161.146374
-1790.236,119,161.179067
-1029.2635,24,161.195343
-2867.0305,53,161.243284
-1595.9392,32,161.337312
-2329.899,17,161.352339
-4384.7197,43,161.368678
-4917.163,49,161.433016
-3799.9727,35,161.530345
-2549.0215,35,161.594482
-2215.734,104,161.594537
-2356.7415,102,161.609457
-4748.042,47,161.690655
-2537.9885,48,161.707335
-2416.5767,54,161.756841
-1661.4088,401,161.773358
-1998.4944,401,161.818756
-1930.899,43,161.835245
-4358.4834,42,161.851794
-6519.9995,69,161.884461
-4199.972,40,161.982044
-4039.923,38,161.982097
-3159.9553,27,162.027091
-5816.462,69,162.043583
-1500.224,46,162.090009
-3944.6025,37,162.289489
-3290.6863,69,162.337433
-1380.3484,47,162.35359
-3996.3728,40,162.514311
-4520.0,44,162.514378
-5447.449,105,162.546809
-5779.3203,155,162.546865
-3465.6514,54,162.628601
-1334.7972,36,162.661632
-4279.954,41,162.694792
-5247.695,56,162.742022
-4828.145,52,162.851865
-6638.5894,401,162.867733
-3180.421,58,162.8993
-5799.9995,60,162.930405
-4544.7793,116,163.038742
-3655.2886,86,163.054389
-5319.9146,54,163.192673
-2677.2715,24,163.238382
-4621.527,48,163.269024
-7456.8486,401,163.345886
-4738.338,47,163.361626
-1583.855,71,163.407501
-2499.7188,68,163.42318
-5304.2085,173,163.423228
-2838.7695,120,163.423239
-3904.4792,46,163.453904
-2768.394,60,163.453951
-1959.9978,12,163.545247
-1879.7136,11,163.576013
-9819.999,114,163.622566
-4485.0854,60,163.622619
-4490.574,48,163.671917
-3399.9917,30,163.704617
-3934.1084,37,163.769053
-2082.9214,49,163.802188
-3025.393,65,163.866385
-3319.9978,29,163.915418
-3479.9993,31,163.948272
-4833.5083,48,164.029974
-1853.8994,100,164.127808
-1989.3496,101,164.144559
-1209.8286,281,164.160924
-3291.5264,52,164.175708
-3239.5837,28,164.223471
-3059.6646,393,164.27246
-2181.5137,27,164.305259
-1279.0289,9,164.305311
-3643.474,38,164.419345
-2919.62,24,164.531485
-3965.9724,53,164.563336
-5679.8086,63,164.56339
-3477.1519,31,164.80906
-3479.9844,31,164.809123
-4740.4863,47,164.939976
-4119.9834,39,165.054684
-5538.8325,58,165.071421
-5066.8813,52,165.071466
-2557.1284,105,165.120541
-3407.049,37,165.137187
-2418.6953,72,165.203171
-5601.149,95,165.220088
-961.6544,401,165.396383
-2436.897,40,165.461918
1016.90985,401,165.495077
-3239.9924,28,165.593085
-10715.747,128,165.706723
-4438.012,43,165.755659
-7163.8765,262,165.789193
-2889.25,52,165.789244
-3224.0425,61,165.804462
-4667.349,49,165.868624
-3319.8345,29,165.868681
-3722.3027,60,166.045835
-3821.403,38,166.11164
-3107.123,96,166.128442
-1640.0,8,166.178123
-3753.3018,170,166.178174
-7482.505,338,166.304849
-2013.9014,401,166.387128
-3606.719,151,166.402579
-4960.998,55,166.482985
-3362.5686,39,166.49916
-4999.788,50,166.672654
-1045.9972,311,166.738625
930.4558,401,166.755265
-2929.3042,32,166.916475
-7467.8506,93,166.966406
-2631.584,74,166.983052
-4111.6313,401,167.046305
-2030.1171,58,167.062975
-3379.6196,56,167.079118
-2744.8281,86,167.094307
-5617.4604,61,167.094353
-2173.746,86,167.175667
-4346.1543,42,167.175726
-4239.0815,86,167.192149
-3157.3423,287,167.270594
-1695.4441,59,167.432479
-3319.698,138,167.43254
-3084.6382,27,167.511554
-2322.6846,70,167.511612
-4183.147,40,167.607032
-3219.933,30,167.654664
-1814.9941,42,167.654722
-6404.3164,210,167.671258
-1719.1047,60,167.703526
-4233.978,43,167.736198
-3054.368,90,167.752733
-3145.0935,41,167.831087
-1954.1606,12,167.847657
-1780.8875,401,167.864306
-712.3956,266,167.880761
-2943.7505,50,167.897375
-3317.971,29,167.897419
-1975.7854,14,167.978338
-2911.9302,24,168.038662
-2688.041,62,168.087491
-4279.9795,41,168.169275
-3989.274,38,168.283006
-3287.6392,49,168.299606
-3018.0664,61,168.410859
-3639.8135,33,168.426312
-4202.171,243,168.488562
-1365.5679,13,168.504272
-4039.794,38,168.644633
-3799.9673,35,168.644695
-4392.4473,44,168.67557
-4524.542,117,168.784102
-5756.1245,63,168.830982
-2068.7178,63,168.892906
-5934.2856,66,168.924277
-4039.9736,38,169.094839
-8446.478,131,169.141476
-1455.3934,64,169.173378
-3829.843,129,169.234503
-2759.9873,22,169.265788
-4745.0386,401,169.312587
-2558.857,103,169.328496
-4421.374,44,169.328543
-1210.9996,401,169.465948
-4836.007,48,169.572941
-2920.3193,113,169.618085
-3816.3335,57,169.666605
-3482.5225,67,169.712484
-4351.6406,42,169.789809
-2086.1426,401,169.838655
-4279.8887,41,169.870916
-8824.143,401,170.048254
-2578.4497,26,170.129653
-3959.327,37,170.162179
-2029.9365,55,170.195024
-4233.4746,42,170.292306
-2136.6147,29,170.308835
1324.8883,401,170.341092
-3959.9983,37,170.389547
-3825.33,91,170.531224
-3510.0508,32,170.709565
-6682.9326,91,170.757297
-3151.3735,44,170.870568
-4193.6694,40,170.951076
-1553.2607,59,171.000818
-4960.1934,111,171.098127
-4599.8145,45,171.114742
-3051.082,36,171.293905
-2008.6415,64,171.327044
-852.857,50,171.343207
-3897.113,42,171.440083
-2840.3093,401,171.538083
-5730.6973,196,171.604133
-4174.4165,401,171.636512
-2999.9993,25,171.750171
-3746.8442,48,171.783155
-4432.8433,43,171.816185
-8123.1084,91,171.816234
-3878.6904,36,171.881886
-3420.917,47,172.094333
-4146.7534,41,172.111004
-2230.1104,75,172.176636
-81.39998,401,172.176691
-2695.2256,34,172.193282
-2918.2485,24,172.210029
-3639.996,33,172.354157
-3751.3193,51,172.432915
-3931.8735,42,172.465553
-1450.0508,401,172.594738
-2777.695,37,172.801798
-4640.2607,46,172.834138
-4249.282,41,172.834186
-9865.741,236,172.958766
-5193.903,54,173.039205
827.24927,401,173.086472
-4150.581,97,173.102887
-2483.7964,401,173.165023
-4404.286,86,173.259896
-1590.7537,54,173.292727
-2679.9988,21,173.372502
-2057.1619,49,173.608338
-974.8276,380,173.670432
-9084.736,401,173.670492
-4568.575,45,173.801154
-2088.2832,50,173.896205
-5419.433,56,174.05962
-4987.4556,52,174.124869
1626.4308,401,174.14137
983.5014,401,174.271204
-3405.3057,114,174.618419
642.08234,401,174.682746
-3948.1633,68,174.698892
-2657.3943,313,174.698941
-4607.876,51,174.714261
2847.6355,401,174.809438
-6030.625,63,174.809498
1394.6515,401,174.824786
-1719.4039,9,174.840262
-1782.4309,47,174.872829
-7954.23,124,174.935201
-7295.0547,394,174.935253
-3574.0264,99,174.950785
-2463.0835,52,175.092797
-6680.5757,90,175.108962
-8069.1606,313,175.155265
-3957.4304,37,175.20286
2229.5452,401,175.295213
-7051.798,80,175.325453
-1956.5278,12,175.390412
-3514.2256,51,175.51947
-1578.783,44,175.56934
-3337.0527,49,175.586118
-4570.126,49,175.602889
-222.1358,401,175.685385
-3319.9805,29,175.767741
-2626.4543,68,175.767797
-1607.5472,56,175.833634
1952.0045,401,175.89674
-1926.543,13,175.978879
-6277.331,74,175.995532
-1843.0479,55,176.045201
-3399.9194,30,176.07839
-2115.016,40,176.259743
-4568.4365,262,176.309791
-477.71005,401,176.327141
-4028.872,40,176.344158
-5023.335,59,176.361003
-2520.2031,39,176.41118
-2634.0972,344,176.411233
-2482.2712,55,176.428441
-2919.7283,24,176.44559
